state,SHELDED,FSSLTDED,HWGT,FSSTDDE2,FSTOTDED,FSTANF,FSASSET,FSUNEARN,FSUSIZE,TANF_IND,CERTHHSZ,FSSSI,FSNONCIT,TPOV,RAWNET
Connecticut,584,584,3575,240,744,0,0,920,1,0,1,0,0,92,176
Connecticut,968,969,3704,240,1171,0,0,1197,1,0,1,0,0,140,239
Connecticut,969,969,3521,240,1129,0,0,1278,1,0,1,0,0,127,149
Connecticut,0,0,3216,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,802,802,3527,240,962,0,0,1113,1,0,1,735,0,111,151
Connecticut,728,546,4416,240,1049,0,0,0,1,0,1,0,0,171,535
Connecticut,535,535,2763,24,2299,0,0,860,3,0,3,0,0,127,724
Connecticut,576,576,3778,240,736,0,0,1011,1,0,1,0,0,101,276
Connecticut,1054,1054,3216,0,1214,0,0,909,1,0,1,151,0,90,0
Connecticut,0,0,2763,26,160,0,0,26,3,0,3,0,0,2,0
Connecticut,966,966,3541,240,1172,0,0,1331,1,0,1,0,0,132,159
Connecticut,696,696,4022,240,856,0,0,1250,1,0,1,0,0,124,395
Connecticut,535,535,2962,44,695,0,0,515,2,0,2,0,0,38,0
Connecticut,535,535,3466,160,899,0,0,0,1,0,1,0,0,102,122
Connecticut,535,535,2962,0,695,0,0,200,2,0,2,0,0,15,0
Connecticut,517,535,3216,115,695,0,0,650,1,0,1,0,0,65,0
Connecticut,1341,1341,3216,0,1501,0,0,1245,1,0,1,490,0,124,0
Connecticut,535,535,4294,266,843,0,0,1332,6,0,6,0,0,63,890
Connecticut,335,335,3770,255,765,0,0,0,4,0,4,0,0,64,537
Connecticut,535,535,4589,160,1068,0,0,0,2,0,2,0,0,138,799
Connecticut,0,0,4389,160,160,0,0,735,1,0,1,735,0,73,575
Connecticut,535,535,3805,160,940,0,0,0,1,0,1,0,0,122,288
Connecticut,535,535,3216,0,808,0,0,0,1,0,1,0,0,57,0
Connecticut,831,831,3216,3,991,0,0,754,1,0,1,0,0,75,0
Connecticut,226,226,4280,240,386,0,0,909,1,0,1,735,0,90,524
Connecticut,561,561,3277,240,908,0,0,0,1,0,1,0,0,93,30
Connecticut,452,452,3312,240,612,487,0,879,3,1,3,0,0,52,267
Connecticut,1053,535,2962,0,728,0,0,219,2,0,2,0,0,29,0
Connecticut,535,535,4024,160,1023,0,0,0,3,0,3,0,0,96,617
Connecticut,0,0,3216,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,2962,0,695,0,0,0,2,0,2,0,0,0,0
Connecticut,535,535,2763,112,695,597,0,647,3,1,3,0,0,38,0
Connecticut,945,945,3216,0,1105,0,0,826,1,0,1,652,0,82,0
Connecticut,0,0,3216,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,0,0,2672,0,170,0,0,0,4,0,4,0,0,0,0
Connecticut,321,321,4252,255,491,0,0,1267,4,0,4,735,0,62,777
Connecticut,0,0,3216,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,741,741,3216,74,901,0,0,735,1,0,1,735,0,73,0
Connecticut,535,535,2672,0,705,0,0,0,4,0,4,0,0,0,0
Connecticut,535,535,3698,160,1456,0,0,0,3,0,3,0,0,113,459
Connecticut,648,648,3216,187,808,0,0,755,1,0,1,187,0,75,0
Connecticut,535,535,2763,68,695,0,0,533,3,0,3,0,0,31,0
Connecticut,535,535,4295,160,861,0,0,782,3,0,3,0,0,95,752
Connecticut,596,596,3887,240,756,0,0,1085,1,0,1,0,0,108,330
Connecticut,535,535,2672,0,705,0,0,0,4,0,4,0,1,0,0
Connecticut,572,571,3270,240,731,0,0,756,1,0,1,115,0,75,24
Connecticut,0,0,3216,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,491,491,4416,240,651,0,0,1260,1,0,1,0,0,125,609
Connecticut,573,573,5247,240,733,0,0,2370,2,0,2,0,0,175,1636
Connecticut,535,535,3216,0,799,0,0,0,1,0,1,0,0,52,0
Connecticut,535,535,3216,153,867,0,0,0,1,0,1,0,0,86,0
Connecticut,781,781,5125,240,941,0,0,2004,2,0,2,0,1,148,1064
Connecticut,388,388,4621,240,1287,0,0,0,3,0,3,0,0,129,910
Connecticut,0,0,3216,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,587,587,3256,240,747,0,0,765,1,0,1,0,0,76,19
Connecticut,630,630,3216,185,790,0,0,735,1,0,1,735,0,73,0
Connecticut,570,570,3216,186,730,0,0,676,1,0,1,490,0,67,0
Connecticut,602,516,4366,240,676,0,0,1364,2,0,2,0,0,101,602
Connecticut,539,539,4416,240,1095,0,0,103,1,0,1,103,0,207,990
Connecticut,0,0,3216,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,675,675,3216,122,835,0,0,717,1,0,1,0,0,71,0
Connecticut,0,0,3216,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,4020,160,1328,0,0,0,2,0,2,0,0,136,517
Connecticut,535,535,2763,18,833,0,0,0,3,0,3,0,0,41,0
Connecticut,484,484,4206,240,644,0,0,1128,1,0,1,0,0,112,484
Connecticut,631,631,3724,240,791,0,0,994,1,0,1,0,0,99,203
Connecticut,873,873,4134,240,1128,0,0,989,1,0,1,0,0,146,336
Connecticut,535,535,2751,0,695,162,0,162,2,1,2,0,0,12,0
Connecticut,684,684,3434,240,844,0,0,949,1,0,1,0,0,94,106
Connecticut,535,535,3114,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,700,700,3444,240,860,0,0,967,1,0,1,0,0,96,108
Connecticut,0,0,3114,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,0,0,3114,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,3114,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,890,883,2751,0,1043,0,0,751,2,0,2,735,0,55,0
Connecticut,763,763,3114,0,923,0,0,490,1,0,1,490,0,49,0
Connecticut,1227,1278,3114,0,1786,0,0,909,1,0,1,0,0,140,0
Connecticut,1101,1101,3114,0,1261,0,0,715,1,0,1,0,0,71,0
Connecticut,315,316,5081,342,544,0,0,1445,7,0,7,1249,0,47,902
Connecticut,535,535,3114,80,833,0,0,0,1,0,1,0,0,69,0
Connecticut,535,535,3114,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,606,606,4734,240,766,0,0,1305,1,0,1,0,0,130,540
Connecticut,535,535,3114,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,5993,160,1138,0,0,0,2,0,2,0,0,164,1079
Connecticut,1182,1182,2384,160,1381,487,0,1242,5,1,5,238,0,52,0
Connecticut,675,675,4052,240,835,0,0,1266,2,0,2,0,1,94,431
Connecticut,458,458,3882,240,866,0,0,0,2,0,2,0,0,92,375
Connecticut,552,552,3734,240,712,0,0,917,1,0,1,0,0,91,206
Connecticut,535,535,2751,0,695,0,0,271,2,0,2,0,0,20,0
Connecticut,557,557,3174,240,717,0,0,735,1,0,1,735,0,73,19
Connecticut,535,535,2469,62,695,597,0,597,3,1,3,0,0,35,0
Connecticut,656,656,3114,135,816,0,0,711,1,0,1,0,0,71,0
Connecticut,1253,1454,3114,0,1614,0,0,909,1,0,1,0,1,90,0
Connecticut,0,0,3114,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,648,648,3114,187,808,0,0,755,1,0,1,227,0,75,0
Connecticut,0,0,3114,22,160,0,0,22,1,0,1,0,0,2,0
Connecticut,0,0,3114,0,160,0,0,0,1,0,1,0,1,0,0
Connecticut,767,767,3664,240,927,0,0,1109,1,0,1,0,0,110,182
Connecticut,535,535,4960,160,845,0,0,920,3,0,3,0,0,98,827
Connecticut,703,703,3216,112,863,0,0,735,1,0,1,735,0,73,0
Connecticut,0,0,3114,140,195,0,0,0,1,0,1,0,0,17,0
Connecticut,831,831,3114,4,991,0,0,755,1,0,1,315,0,75,0
Connecticut,535,535,3179,160,927,0,0,0,3,0,3,0,0,68,236
Connecticut,642,642,2751,193,802,0,0,755,2,0,2,223,0,56,0
Connecticut,635,635,3114,200,795,0,0,755,1,0,1,146,0,75,0
Connecticut,535,535,2869,160,1225,0,0,100,3,0,3,0,0,80,130
Connecticut,699,699,3474,240,859,0,0,978,1,0,1,0,0,97,119
Connecticut,499,499,5082,240,659,0,0,1434,2,0,2,0,0,106,775
Connecticut,840,920,3114,0,1080,0,0,796,1,0,1,197,0,79,0
Connecticut,318,296,4324,240,456,0,0,858,1,0,1,0,0,85,337
Connecticut,449,449,4632,240,609,0,0,1234,2,0,2,0,0,91,625
Connecticut,0,0,3114,0,160,0,0,0,1,0,1,0,1,0,0
Connecticut,841,841,3114,0,1001,0,0,735,1,0,1,735,0,73,0
Connecticut,535,535,3114,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,641,641,4124,240,801,0,0,1135,1,0,1,0,0,113,335
Connecticut,535,535,2751,0,695,0,0,0,2,0,2,0,0,0,0
Connecticut,562,562,3814,240,722,0,0,955,1,0,1,0,0,95,234
Connecticut,432,432,4457,255,602,549,0,1304,4,1,4,220,0,64,702
Connecticut,278,279,6123,240,439,0,0,2323,2,0,2,0,0,172,1885
Connecticut,902,902,3114,0,1062,0,0,312,1,0,1,0,0,31,0
Connecticut,639,638,3672,240,798,0,0,1104,2,0,2,1104,0,82,305
Connecticut,1013,1013,3114,0,1173,0,0,716,1,0,1,0,0,71,0
Connecticut,535,535,6360,160,1192,0,0,0,3,0,3,0,0,146,1294
Connecticut,820,820,3114,237,980,0,0,977,1,0,1,0,0,97,0
Connecticut,648,648,3114,187,808,0,0,755,1,0,1,118,0,75,0
Connecticut,371,371,5440,240,910,0,0,0,3,0,3,0,0,112,989
Connecticut,0,0,3947,170,170,701,0,701,4,1,4,0,0,34,531
Connecticut,656,656,3114,210,816,0,0,786,1,0,1,124,0,78,0
Connecticut,597,597,3287,218,757,0,0,735,1,0,1,735,0,73,0
Connecticut,777,741,3287,74,901,0,0,735,1,0,1,735,0,73,0
Connecticut,966,558,3176,240,869,0,0,2321,2,0,2,0,0,171,1045
Connecticut,0,0,3257,0,160,0,0,0,2,0,2,0,0,0,0
Connecticut,790,790,3277,240,950,0,0,1087,1,0,1,0,0,108,138
Connecticut,728,535,3114,0,763,0,0,213,6,0,6,0,0,8,0
Connecticut,814,814,3279,240,974,0,0,1089,1,0,1,0,0,108,116
Connecticut,899,535,3287,0,695,0,0,219,1,0,1,0,0,22,0
Connecticut,0,0,3287,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,667,658,3236,240,818,366,0,1101,2,1,2,735,0,81,284
Connecticut,836,836,3245,240,996,0,0,1682,1,0,1,0,0,167,685
Connecticut,716,716,3265,240,876,0,0,1185,1,0,1,0,0,118,310
Connecticut,0,0,3287,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,551,551,3250,240,711,0,0,1230,1,0,1,0,0,122,519
Connecticut,151,151,3269,240,311,0,0,558,1,0,1,0,0,56,247
Connecticut,622,622,3245,240,782,0,0,1523,1,0,1,0,0,152,742
Connecticut,1054,1054,3287,0,1214,0,0,909,1,0,1,735,0,90,0
Connecticut,845,845,3287,11,1005,0,0,776,1,0,1,735,0,77,0
Connecticut,535,535,3257,0,724,0,0,232,2,0,2,0,0,28,0
Connecticut,863,863,3287,0,1023,0,0,490,1,0,1,490,1,49,0
Connecticut,27,27,3287,33,187,0,0,40,1,0,1,0,0,4,0
Connecticut,0,0,3287,0,160,0,0,0,1,0,1,0,1,0,0
Connecticut,412,412,3250,240,572,0,0,1093,1,0,1,0,0,109,522
Connecticut,535,535,3187,160,992,0,0,18,3,0,3,0,0,89,515
Connecticut,576,576,3283,240,736,0,0,797,1,0,1,0,0,79,62
Connecticut,1272,1273,3147,0,1515,0,0,735,5,0,5,735,0,40,44
Connecticut,514,514,3176,240,883,443,0,949,2,1,2,0,0,148,1114
Connecticut,0,0,3287,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,3287,0,695,0,0,219,1,0,1,0,1,22,0
Connecticut,535,535,3257,0,695,0,0,450,2,0,2,0,0,33,0
Connecticut,809,535,3245,160,695,0,0,1588,1,0,1,0,0,158,1428
Connecticut,691,691,3287,124,851,0,0,735,1,0,1,735,0,73,0
Connecticut,535,535,3223,160,984,0,0,0,2,0,2,0,0,107,463
Connecticut,535,0,2924,228,963,0,0,0,7,0,7,0,0,96,1608
Connecticut,548,549,3248,240,709,0,0,1246,1,0,1,0,0,124,538
Connecticut,594,594,3287,240,754,0,0,755,1,0,1,292,0,75,1
Connecticut,1000,1000,3257,0,1160,0,0,416,2,0,2,0,2,31,0
Connecticut,535,535,3257,0,695,351,0,351,2,1,2,0,0,26,0
Connecticut,514,514,3265,240,920,0,0,0,1,0,1,0,0,123,313
Connecticut,924,924,3287,0,1084,0,0,769,1,0,1,61,0,77,0
Connecticut,203,44,3128,204,586,0,0,0,3,0,3,0,0,112,847
Connecticut,807,807,3259,240,967,0,0,1363,1,0,1,0,0,136,397
Connecticut,0,0,3287,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,3145,199,734,751,0,751,5,1,5,0,0,31,17
Connecticut,821,796,3287,9,986,0,0,755,1,0,1,54,0,75,0
Connecticut,608,608,3287,207,768,0,0,735,1,0,1,735,0,73,0
Connecticut,535,535,3147,4,734,488,0,488,5,1,5,0,0,20,0
Connecticut,886,886,3287,139,1046,0,0,945,1,0,1,38,0,94,0
Connecticut,575,575,3260,240,735,0,0,1119,1,0,1,0,0,111,385
Connecticut,649,649,3287,184,809,0,0,753,1,0,1,7,0,75,0
Connecticut,535,535,3287,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,0,0,3245,160,417,0,0,0,1,0,1,0,0,128,868
Connecticut,904,904,3287,85,1064,0,0,909,1,0,1,0,0,90,0
Connecticut,0,0,3287,0,160,0,0,0,1,0,1,0,1,0,0
Connecticut,535,535,3223,160,726,0,0,1028,2,0,2,0,0,87,457
Connecticut,562,562,3285,240,722,0,0,755,1,0,1,107,0,75,34
Connecticut,929,929,3287,60,1089,0,0,909,1,0,1,123,0,90,0
Connecticut,0,0,3224,0,160,0,0,0,3,0,3,0,0,0,0
Connecticut,534,534,3284,240,694,0,0,735,1,0,1,735,0,73,42
Connecticut,0,0,3287,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,3257,0,741,0,0,0,2,0,2,0,0,17,0
Connecticut,257,257,3061,255,427,337,0,2175,4,1,4,1838,0,106,1749
Connecticut,535,535,3224,0,695,0,0,0,3,0,3,0,1,0,0
Connecticut,1368,1368,3147,150,1567,684,0,1419,5,1,5,735,0,59,0
Connecticut,561,561,3286,240,721,0,0,735,1,0,1,735,0,73,15
Connecticut,0,0,3287,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,899,535,3287,0,695,0,0,219,1,0,1,0,0,22,0
Connecticut,815,815,3165,255,985,0,0,1296,4,0,4,488,0,63,311
Connecticut,692,692,4746,240,852,0,0,1533,1,0,1,0,0,153,681
Connecticut,0,0,3580,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,0,0,3580,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,729,729,3718,240,889,0,0,958,1,0,1,0,0,95,69
Connecticut,415,415,4002,240,646,0,0,500,1,0,1,0,0,85,210
Connecticut,423,423,3955,240,583,0,0,770,1,0,1,207,0,77,187
Connecticut,940,940,2483,240,1100,487,0,1237,3,1,3,750,0,73,138
Connecticut,535,535,3580,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,0,0,3580,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,2622,160,920,0,0,0,3,0,3,0,0,66,208
Connecticut,470,471,4746,240,631,0,0,1581,1,0,1,0,0,157,951
Connecticut,535,535,3580,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,513,513,3738,240,673,0,0,750,1,0,1,750,0,75,77
Connecticut,535,535,3580,0,695,0,0,400,1,0,1,0,0,40,0
Connecticut,393,393,3245,298,1035,0,0,0,5,0,5,0,0,86,1033
Connecticut,746,535,3580,0,695,0,0,85,1,0,1,0,0,8,0
Connecticut,535,535,1651,114,867,0,0,0,4,0,4,0,0,40,0
Connecticut,430,430,4017,255,1957,0,0,0,4,0,4,0,0,154,1196
Connecticut,1133,1133,3580,0,1293,0,0,750,1,0,1,750,0,75,0
Connecticut,289,289,5087,240,449,0,0,1758,2,0,2,0,0,130,1309
Connecticut,0,0,3580,0,160,0,0,0,1,0,1,0,1,0,0
Connecticut,696,697,3909,240,857,0,0,1023,1,0,1,0,0,102,166
Connecticut,0,0,2867,0,160,0,0,0,2,0,2,0,0,0,0
Connecticut,535,535,2206,0,695,0,0,90,3,0,3,0,0,5,0
Connecticut,621,621,3580,134,781,0,0,675,1,0,1,675,1,67,0
Connecticut,460,461,3465,240,852,0,0,332,3,0,3,0,0,87,637
Connecticut,843,773,3580,77,933,0,0,770,1,0,1,345,0,77,0
Connecticut,253,254,2094,342,705,0,0,828,8,0,8,612,0,57,1243
Connecticut,279,279,4988,240,439,0,0,1512,2,0,2,1500,0,112,1073
Connecticut,157,156,4746,240,641,0,0,0,1,0,1,0,0,162,986
Connecticut,602,602,3580,228,762,0,0,750,1,0,1,750,0,75,0
Connecticut,535,535,4311,192,960,0,0,0,1,0,1,0,0,132,368
Connecticut,450,450,4746,240,610,0,0,1384,1,0,1,0,0,138,774
Connecticut,589,589,3626,240,749,0,0,770,1,0,1,100,0,77,21
Connecticut,535,535,3580,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,604,604,3580,226,764,0,0,750,1,0,1,750,0,75,0
Connecticut,561,561,3903,240,721,0,0,884,1,0,1,0,0,88,163
Connecticut,0,0,3580,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,773,773,2867,77,933,0,0,770,2,0,2,134,0,57,0
Connecticut,535,535,4127,160,937,0,0,0,1,0,1,0,0,121,275
Connecticut,759,535,3580,0,695,0,0,219,1,0,1,0,0,22,0
Connecticut,535,535,3490,170,1113,0,0,0,4,0,4,0,0,100,929
Connecticut,384,384,3531,240,847,0,0,0,3,0,3,0,0,89,670
Connecticut,0,0,3580,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,3025,160,888,0,0,0,2,0,2,0,0,71,79
Connecticut,535,535,2206,0,695,0,0,0,3,0,3,0,0,0,0
Connecticut,535,535,1202,0,734,0,0,220,5,0,5,0,0,9,0
Connecticut,563,563,3679,240,723,0,0,770,1,0,1,267,0,77,47
Connecticut,733,733,3580,97,893,0,0,750,1,0,1,85,0,75,0
Connecticut,933,933,3580,0,1093,0,0,750,1,0,1,750,0,75,0
Connecticut,535,535,2867,73,806,0,0,160,2,0,2,0,0,53,0
Connecticut,736,736,3361,240,896,0,0,1144,2,0,2,598,2,84,249
Connecticut,535,535,1314,282,734,738,0,788,5,1,5,0,0,33,54
Connecticut,535,535,2424,160,857,0,0,150,3,0,3,0,0,57,106
Connecticut,535,535,2584,228,2010,0,0,1044,6,0,6,0,0,111,1037
Connecticut,0,0,2206,133,160,0,0,133,3,0,3,0,0,8,0
Connecticut,598,598,3587,240,758,0,0,760,1,0,1,239,0,76,0
Connecticut,535,535,3580,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,3580,0,808,0,0,0,1,0,1,0,0,57,0
Connecticut,985,975,3580,71,1135,0,0,966,1,0,1,0,0,96,0
Connecticut,535,535,4183,160,1565,0,0,0,3,0,3,0,0,151,997
Connecticut,0,0,3580,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,2206,14,695,549,0,549,3,1,3,0,0,32,0
Connecticut,0,0,3580,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,0,0,3639,160,191,0,0,219,1,0,1,0,0,22,28
Connecticut,508,507,3608,255,1092,0,0,0,4,0,4,0,0,101,985
Connecticut,49,49,1920,209,209,337,0,1857,3,1,3,998,0,109,1649
Connecticut,0,0,3560,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,848,535,3560,0,695,0,0,219,1,0,1,0,0,22,0
Connecticut,1355,1355,3487,0,1515,0,0,1106,2,0,2,750,0,82,0
Connecticut,1029,1029,3560,0,1189,0,0,909,1,0,1,0,0,90,0
Connecticut,822,822,2568,342,1050,738,0,1488,6,1,6,750,0,54,438
Connecticut,644,644,3560,186,804,0,0,750,1,0,1,750,0,75,0
Connecticut,424,424,2353,298,773,803,0,803,5,1,5,0,0,65,783
Connecticut,899,899,3560,0,1059,0,0,219,1,0,1,0,1,22,0
Connecticut,0,0,3560,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,3115,160,695,0,0,1194,1,0,1,0,0,119,499
Connecticut,1071,1072,3560,0,1284,0,0,618,1,0,1,618,0,88,0
Connecticut,535,535,2330,184,1165,0,0,0,3,0,3,0,0,138,1188
Connecticut,772,772,3006,240,932,366,0,1472,2,1,2,0,0,109,540
Connecticut,859,859,3560,70,1019,0,0,849,1,0,1,675,0,84,0
Connecticut,1108,1108,3560,0,1268,0,0,750,1,0,1,750,0,75,0
Connecticut,504,505,2250,240,1150,0,0,0,3,0,3,0,0,143,1278
Connecticut,921,921,3040,240,1261,0,0,750,3,0,3,750,0,97,392
Connecticut,535,535,3560,0,772,0,0,0,1,0,1,0,0,39,0
Connecticut,0,0,3035,160,160,0,0,924,1,0,1,0,0,92,764
Connecticut,1150,1123,3145,255,1295,0,0,1394,4,0,4,0,2,69,84
Connecticut,32,32,2173,192,192,0,0,1558,3,0,3,675,0,92,1366
Connecticut,0,0,3560,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,1023,1023,3560,0,1183,0,0,770,1,0,1,81,0,77,0
Connecticut,765,765,3560,201,925,0,0,886,1,0,1,0,0,88,0
Connecticut,0,0,3560,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,565,565,3195,240,725,0,0,1134,1,0,1,0,0,113,409
Connecticut,535,535,3054,0,734,0,0,0,5,0,5,0,0,0,0
Connecticut,531,531,3305,240,691,0,0,977,1,0,1,0,0,97,287
Connecticut,789,535,3324,160,1816,0,0,150,2,0,2,0,0,148,181
Connecticut,0,0,3189,160,160,0,0,576,1,0,1,500,0,57,416
Connecticut,0,0,3560,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,3124,208,990,0,0,0,1,0,1,0,0,147,486
Connecticut,227,227,3319,240,421,448,0,498,3,1,3,0,0,29,76
Connecticut,535,535,3152,160,962,0,0,0,2,0,2,0,0,99,376
Connecticut,782,782,3462,240,942,0,0,1052,1,0,1,0,0,105,110
Connecticut,953,954,3560,35,1114,0,0,909,1,0,1,750,0,90,0
Connecticut,535,535,2959,217,978,0,0,150,2,0,2,0,0,116,590
Connecticut,461,461,1904,255,631,487,0,2135,4,1,4,750,0,104,1505
Connecticut,1048,1048,3560,0,1208,0,0,770,1,0,1,496,0,77,0
Connecticut,738,738,3522,240,898,0,0,941,1,0,1,0,0,94,44
Connecticut,470,470,3453,240,630,0,0,750,1,0,1,750,0,75,120
Connecticut,449,449,3035,240,609,0,0,1483,1,0,1,0,0,148,875
Connecticut,535,535,3480,160,890,0,0,0,1,0,1,0,0,97,88
Connecticut,53,53,1005,252,889,0,0,0,5,0,5,0,0,133,2298
Connecticut,535,535,2617,199,1451,0,0,75,5,0,5,0,0,81,490
Connecticut,881,881,3560,108,1041,0,0,909,1,0,1,0,0,90,0
Connecticut,631,632,3445,240,1074,0,0,1203,1,0,1,0,0,120,130
Connecticut,535,535,3560,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,779,780,2486,240,940,0,0,2407,2,0,2,0,0,178,1468
Connecticut,0,0,3105,160,160,0,0,480,3,0,3,0,0,28,320
Connecticut,849,535,3560,0,695,0,0,219,1,0,1,0,0,22,0
Connecticut,0,0,3390,0,160,0,0,0,3,0,3,0,0,0,0
Connecticut,535,535,3560,0,695,0,0,219,1,0,1,0,0,22,0
Connecticut,473,473,3035,240,633,0,0,1640,1,0,1,0,0,163,1007
Connecticut,535,535,2357,160,1335,0,0,0,3,0,3,0,0,147,1158
Connecticut,854,854,3560,135,1014,0,0,909,1,0,1,750,0,90,0
Connecticut,0,0,3560,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,0,0,3035,160,160,0,0,750,1,0,1,750,0,75,590
Connecticut,535,535,3560,0,842,0,0,0,1,0,1,0,0,54,0
Connecticut,1003,780,2846,240,940,0,0,1657,2,0,2,365,0,122,718
Connecticut,535,535,2065,199,1194,0,0,0,5,0,5,0,0,96,1108
Connecticut,973,973,3560,0,1232,0,0,770,1,0,1,20,0,77,0
Connecticut,535,535,3010,160,695,0,0,1121,3,0,3,0,0,66,426
Connecticut,0,0,3390,0,160,0,0,0,3,0,3,0,0,0,0
Connecticut,0,0,3560,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,958,958,3560,0,1118,0,0,500,1,0,1,500,0,50,0
Connecticut,535,535,3487,0,695,487,0,487,2,1,2,0,0,36,0
Connecticut,707,707,3035,240,867,0,0,1653,1,0,1,0,0,164,786
Connecticut,203,203,4754,240,363,0,0,909,1,0,1,735,0,90,547
Connecticut,900,900,2921,240,1060,366,0,1116,2,1,2,750,0,82,56
Connecticut,324,324,2810,240,613,0,0,1145,1,0,1,0,0,178,1179
Connecticut,0,0,2878,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,898,898,2878,152,1721,0,0,1633,1,0,1,0,0,162,0
Connecticut,572,572,2882,240,926,0,0,343,2,0,2,343,0,97,387
Connecticut,0,0,2878,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,535,535,3014,149,705,684,0,684,4,1,4,0,0,33,0
Connecticut,746,746,2851,240,906,0,0,1144,1,0,1,0,0,114,238
Connecticut,400,400,2928,0,560,0,0,0,2,0,2,0,0,0,0
Connecticut,0,0,2878,20,160,0,0,20,1,0,1,0,0,2,0
Connecticut,0,0,2871,160,160,0,0,219,1,0,1,0,1,22,59
Connecticut,0,0,2810,160,160,0,0,1170,1,0,1,0,0,116,1010
Connecticut,933,933,2878,0,1093,0,0,750,1,0,1,750,0,75,0
Connecticut,633,633,2878,197,793,0,0,750,1,0,1,750,0,75,0
Connecticut,1386,1387,2878,190,1547,0,0,1497,1,0,1,0,0,149,0
Connecticut,535,535,2974,136,851,0,0,0,3,0,3,0,0,46,0
Connecticut,0,0,2878,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,808,808,2878,22,968,0,0,750,1,0,1,750,0,75,0
Connecticut,539,539,2861,240,699,0,0,850,1,0,1,0,0,85,151
Connecticut,589,0,2810,160,160,0,0,1857,1,0,1,0,0,185,1107
Connecticut,0,0,2878,115,160,0,0,115,1,0,1,0,0,11,0
Connecticut,535,535,2875,160,1305,0,0,0,2,0,2,0,0,130,455
Connecticut,535,535,3012,170,883,0,0,0,4,0,4,0,0,44,11
Connecticut,1138,1138,2878,0,1298,0,0,740,1,0,1,740,0,74,0
Connecticut,0,0,2878,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,1145,1145,2878,0,1305,0,0,927,1,0,1,0,0,92,0
Connecticut,309,309,2797,240,469,0,0,2377,2,0,2,0,0,176,1909
Connecticut,535,535,2878,0,695,0,0,323,1,0,1,0,0,32,0
Connecticut,917,917,2878,0,1077,0,0,783,1,0,1,0,0,78,0
Connecticut,779,779,2864,240,939,0,0,1059,1,0,1,0,0,105,121
Connecticut,0,0,2878,0,160,0,0,0,1,0,1,0,0,0,0
Connecticut,501,501,2810,240,661,0,0,1258,1,0,1,0,0,125,597
Connecticut,535,535,2974,0,695,0,0,0,3,0,3,0,0,0,0
Connecticut,789,535,2878,0,695,0,0,197,1,0,1,0,0,20,0
Connecticut,5,5,2810,165,165,0,0,750,1,0,1,750,0,75,585
Connecticut,535,535,2878,0,695,0,0,0,1,0,1,0,0,0,0
Connecticut,486,485,2826,255,1222,0,0,0,4,0,4,0,0,138,1615
